Codice comparto;Indirizzo;Carraio;Fronte;Insegna;Anno inizio attivita;Mese inizio attivita;Tipologia merceologica;Descrizione ripartizione;Dettaglio ripartizione;Categoria merceologica;Prevalente;Tipologia locale;Mq tot locale;Mq tot vendita;Tipologia addensamento;Nome addensamento;Sezione censimento;Zona statistica;Numero Circoscrizione;Sezione elettorale;Cap;DO_Y;DO_X
EP;VIA PORTA PALATINA 4/A;0;0;;2007;3;.;Somministrazione;D;Nessuna;;52734;21;;N;;36;01;1;0;10122;45.0724180483075;7.68276753110612
EP;VIA POSTUMIA 19;0;0;;2012;4;ALTRO;Somministrazione;U;Nessuna;;120796;71;;;;2888;52;3;290;10141;45.0681843724449;7.62213508084219
EP;VIA POSTUMIA 57 int. 73;0;0;;2005;11;.;Somministrazione;A;Nessuna;;53210;252;;N;;2749;63;3;303;10142;45.0668633602411;7.61720575232534
EP;VIA PRALI 22/C;0;0;;1987;10;ALTRO;Somministrazione;B;Nessuna;;42689;42;;N;;1413;32;3;0;10139;45.0692930394353;7.64580552947496
EP;VIA PRINCIPE AMEDEO 14/D;0;0;;2002;5;ALTRO;DIA di somministrazione;al domicilio del consumatore;Nessuna;;53875;1;;;;93;03;1;0;10123;45.0680969507953;7.68659168029197
EP;VIA PRINCIPE AMEDEO 14/D;0;0;;2012;3;.;Somministrazione;B;Nessuna;;52212;74;;N;;93;03;1;0;10123;45.0680969507953;7.68659168029197
EP;VIA PRINCIPE AMEDEO 2/E;0;0;;1997;6;ALTRO;DIA di somministrazione;Somministrazioni generiche soggette a DIA;Nessuna;;49118;710;;N;;91;03;1;0;10123;45.0690805836686;7.68402737906796
EP;VIA PRINCIPE AMEDEO 38;1;0;;2006;8;.;Somministrazione;B;Nessuna;;53670;29;;N;;231;06;1;28;10123;45.0663087185694;7.69130470369319
EP;VIA PRINCIPE AMEDEO 38/A;0;0;;1996;11;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;48064;27;;;;231;06;1;0;10123;45.0663891289345;7.69109558960783
EP;VIA PRINCIPE AMEDEO 48;0;0;;2009;9;ALTRO;DIA di somministrazione;in scuole, ospedali, comunita religiose, caserme;Nessuna;;54357;569;;N;;232;06;1;28;10123;45.0659349708097;7.69228811496785
EP;VIA PRINCIPESSA CLOTILDE 52/B;0;0;;2012;1;.;Somministrazione;B;Nessuna;;54143;69;;N;;623;16;4;0;10144;45.0826022984765;7.66381316077973
EP;VIA PRINCIPE TOMMASO 11;1;0;;2006;6;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;65419;42;;N;;336;09;8;728;10125;45.0591576473402;7.68258243609131
EP;VIA PRINCIPE TOMMASO 17;1;0;;2008;8;.;Somministrazione;B;Nessuna;;42702;111;;N;;343;09;8;728;10125;45.0585549518057;7.6821673995225
EP;VIA PRINCIPE TOMMASO 18 bis;0;0;;2003;1;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;54294;25;;;;347;09;8;729;10125;45.0579255864028;7.68157103558537
EP;VIA PRINCIPE TOMMASO 26;1;0;;1994;8;ALTRO;Somministrazione;B;Nessuna;;46097;45;;N;;354;09;8;729;10125;45.057089521964;7.68099907221731
EP;VIA PRINCIPE TOMMASO 2 bis/B;0;0;;2010;8;.;Somministrazione;A;Nessuna;;46675;82;;N;;321;09;8;0;10125;45.0604758238309;7.68332177458644
EP;VIA PRINCIPE TOMMASO 8;0;0;;2011;1;.;Somministrazione;B;Nessuna;;41678;40;;;;335;09;8;727;10125;45.0594988687263;7.68264957278318
EP;VIA PRINCIPI D'ACAJA 25/B;0;0;;2004;10;ALTRO;Somministrazione;B;Nessuna;;56615;56;;;;730;17;3;0;10138;45.0755858992451;7.66403517603241
EP;VIA PRINCIPI D'ACAJA 27/A;0;0;;2011;3;.;Somministrazione;B;Nessuna;;56539;31;;N;CHIOSCO;730;17;3;0;10138;45.0755183837999;7.66398804036559
EP;VIA PRINCIPI D'ACAJA 33/F;0;0;;2011;6;.;Somministrazione;B;Nessuna;;54529;69;;;;737;17;3;0;10138;45.0746334577011;7.66336108652201
EP;VIA PRINCIPI D'ACAJA 34/B;0;0;;2000;8;ALTRO;Somministrazione;D;Nessuna;;51606;6;;N;CHIOSCO;748;17;3;0;10138;45.0733428934613;7.66215794530221
EP;VIA PRINCIPI D'ACAJA 41 bis/B;0;0;;2008;5;ALTRO;Somministrazione;B;Nessuna;;54889;90;;N;;749;17;3;0;10138;45.0734155524408;7.66250270154497
EP;VIA PRINCIPI D'ACAJA 57/B;0;0;;2001;7;ALTRO;Somministrazione;A;Nessuna;;52926;28;;N;;755;17;3;0;10138;45.072206633453;7.66165739270307
EP;VIA PROSPERO RICHELMY 5;1;0;;2008;5;.;Somministrazione;A;Nessuna;;57339;49;;N;;2264;57;9;816;10126;45.0335370583229;7.67100767207977
EP;VIA PUBLIO ELVIO PERTINACE 19/B;0;0;;2005;11;ALTRO;Somministrazione;B;Nessuna;;57846;52;;N;;2951;60;2;0;10137;45.0378928578347;7.63255167982462
EP;VIA PUBLIO ELVIO PERTINACE 48/B;0;0;;2011;7;.;Somministrazione;B;Nessuna;;50583;59;;N;;3078;60;2;0;10137;45.0362826045579;7.63115257995845
EP;VIA PUBLIO ELVIO PERTINACE 49/D;0;0;;2006;3;.;Somministrazione;B;Nessuna;;41715;19;;N;;2337;60;2;0;10137;45.0360498331574;7.63127099571855
EP;VIA QUATTRO MARZO 12/B;0;0;;2007;1;.;Somministrazione;A;Nessuna;;53298;342;;N;;3110;01;1;0;10122;45.0735675572281;7.68217181311497
EP;VIA QUATTRO MARZO 5;0;0;;2008;7;.;Somministrazione;A;Nessuna;;57801;127;;N;;27;01;1;3;10122;45.0733862336308;7.68364046336998
EP;VIA QUATTRO MARZO 7/A;0;0;;2010;8;ALTRO;Somministrazione;U;Nessuna;;112376;25;;;;26;01;1;0;10122;45.0733823762996;7.68329106412217
EP;VIA QUATTRO MARZO 7/G;0;0;;2000;8;ALTRO;Somministrazione;B;Nessuna;;51525;40;;;;26;01;1;0;10122;45.0734178903513;7.68298448775165
EP;VIA QUINTO BEVILACQUA 1/A;0;0;;2011;2;.;Somministrazione;B;Nessuna;;46620;71;;;;2087;51;3;0;10141;45.0703143238801;7.6213021964573
EP;VIA RAFFAELE CADORNA 17/A;0;0;;2011;2;.;Somministrazione;B;Nessuna;;57203;49;;N;;3436;53;2;0;10136;45.0451588947884;7.64801067262852
EP;VIA RAFFAELE CADORNA 47/C;0;0;;1997;4;ALTRO;Somministrazione;B;Nessuna;;48565;88;;N;;2141;53;2;0;10137;45.0433114802276;7.64673972369164
EP;VIA RAGUSA 27/A;1;0;;1997;7;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;48333;107;;;;2329;59;2;0;10137;45.0426488736782;7.63029456831492
EP;VIA RAIMONDO MONTECUCCOLI 12;1;0;;2006;9;ALTRO;DIA di somministrazione;in scuole, ospedali, comunita religiose, caserme;Nessuna;;66927;35;;N;;278;08;1;38;10121;45.0703696758875;7.67085419787734
EP;VIA RAIMONDO MONTECUCCOLI 12;1;0;;2012;1;ALTRO;DIA di somministrazione;in scuole, ospedali, comunita religiose, caserme;Nessuna;;57565;44;;N;;278;08;1;38;10121;45.0703696758875;7.67085419787734
EP;VIA RAIMONDO MONTECUCCOLI 1/F;0;0;;2007;5;ALTRO;DIA di somministrazione;effettuata congiuntamente ad attivita di trattenimento e svago;Nessuna;;100543;75;;N;;284;08;1;0;10121;45.0695131005038;7.67285673916694
EP;VIA RAVENNA 1/H;0;0;;1996;12;ALTRO;Somministrazione;D;Nessuna;;47215;50;;;;482;12;7;0;10152;45.082914511452;7.67348154521702
EP;VIA REGGIO 13/C;0;0;;1997;12;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;49283;150;;;;1035;23;7;0;10153;45.0755172176036;7.6952588383306
EP;VIA REGGIO 4/Q;0;0;;2011;6;ALTRO;Somministrazione;U;Nessuna;;115167;24;;;;1044;23;7;0;10153;45.0747682190353;7.69489732091857
EP;VIA REGGIO 5/H;0;0;;2008;11;.;Somministrazione;B;Nessuna;;50208;78;;N;;1043;23;7;0;10153;45.0748860751151;7.69482138456418
EP;VIA RENATO MARTORELLI 100/A;0;0;;1986;4;ALTRO;Somministrazione;B;Nessuna;;42401;38;;N;;1764;41;6;0;10155;45.1001415150716;7.69419014071883
EP;VIA RENATO MARTORELLI 19/A;0;0;;2012;3;.;Somministrazione;B;Nessuna;;46806;44;;N;;1636;38;6;0;10155;45.0944058402173;7.69354628613099
EP;VIA RENATO MARTORELLI 2;0;0;;2012;2;.;Somministrazione;B;Nessuna;;57737;35;;N;;1640;38;6;562;10155;45.0930229030186;7.6937080574106
EP;VIA RENATO MARTORELLI 29/B;0;0;;2003;10;ALTRO;DIA di somministrazione;al domicilio del consumatore;Nessuna;;55442;1;;;;1625;38;6;0;10155;45.0950579198215;7.69353487246503
EP;VIA RENATO MARTORELLI 29/B;0;0;;2003;10;ALTRO;Somministrazione;A;Nessuna;;55440;53;;;;1625;38;6;0;10155;45.0950579198215;7.69353487246503
EP;VIA RENATO MARTORELLI 38/A;0;0;;2005;10;ALTRO;Somministrazione;B;Nessuna;;57656;40;;N;;1627;38;6;0;10155;45.0953607645859;7.69386537468853
EP;VIA RENATO MARTORELLI 43/B;0;0;;1998;10;ALTRO;Somministrazione;A;Nessuna;;49803;68;;N;;1625;38;6;0;10155;45.0960035797581;7.69365394443776
EP;VIA RENATO MARTORELLI 59;0;0;;2005;4;ALTRO;Somministrazione;B;Nessuna;;57157;52;;N;;1625;38;6;566;10155;45.0968006792266;7.69370726933285
EP;VIA RENATO MARTORELLI 5/B;0;0;;1996;1;ALTRO;Somministrazione;A;Nessuna;;46946;75;;N;;1639;38;6;0;10155;45.0933547745194;7.69347640232171
EP;VIA RENATO MARTORELLI 60/B;0;0;;1999;6;ALTRO;Somministrazione;D;Nessuna;;50436;46;;;;1616;38;6;0;10155;45.0969072141909;7.6939677307183
EP;VIA RENATO MARTORELLI 73;1;0;;2010;12;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;115361;15;;;;1615;38;6;566;10155;45.0977160551364;7.69376558758242
EP;VIA RENATO MARTORELLI 81/A;0;0;;1997;10;ALTRO;Somministrazione;D;Nessuna;;49144;24;;N;;1614;38;6;0;10155;45.0983184490016;7.69380646388842
EP;VIA RENATO MARTORELLI 86/F;0;0;;2012;4;.;Somministrazione;B;Nessuna;;57333;78;;N;;1770;41;6;0;10155;45.0991629889057;7.69411731577087
EP;VIA RENATO MARTORELLI 9/B;0;0;;2003;5;ALTRO;Somministrazione;B;Nessuna;;55076;68;;N;;1639;38;6;0;10155;45.0935618366437;7.69349018389281
EP;VIA RENATO WUILLERMIN 1;0;0;;1997;6;ALTRO;Somministrazione;A+B;Nessuna;;49823;102;;;;1733;40;6;588;10154;45.0930378655062;7.7154443576316
EP;VIA RIVAROLO 11/C;0;0;;2007;3;.;Somministrazione;D;Nessuna;;55529;36;;N;;472;12;7;0;10152;45.0797041020351;7.68717675166639
EP;VIA ROBERTO ARDIGO' 13/A;1;0;;2006;5;ALTRO;DIA di somministrazione;nelle mense aziendali a favore dei dipendenti;Nessuna;;65207;620;;N;;2184;56;9;0;10134;45.0452374633324;7.66229590961292
EP;VIA ROBERTO ARDIGO' 1/D;0;0;;2008;10;.;Somministrazione;B;Nessuna;;45150;40;;N;;2184;56;9;0;10134;45.0457377238898;7.66144821844398
EP;VIA ROBERTO ARDIGO' 24;1;0;;1984;1;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;42177;785;;;;2917;56;9;807;10134;45.0447314227192;7.66285729892709
EP;VIA ROBERTO BISCARETTI DI RUFFIA 90/A;1;0;;2002;1;ALTRO;DIA di somministrazione;nelle mense aziendali a favore dei dipendenti;Nessuna;;53331;540;;N;;2634;91;10;0;10135;45.0237872291536;7.62094092276919
EP;VIA ROCCAVIONE CONTE DI 21/B;0;0;;2008;2;.;Somministrazione;B;Nessuna;;56994;48;;N;;1786;42;5;0;10147;45.0974120084694;7.67518120828602
EP;VIA ROCCO SCOTELLARO 71;0;0;;1988;4;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;42789;49;;;;3030;68;6;611;10155;45.1098447804838;7.70282586325945
EP;VIA RODI 4/B;0;0;;2002;12;ALTRO;Somministrazione;A;Nessuna;;54497;204;;;;3117;01;1;0;10122;45.070970223075;7.6777118119686
EP;VIA RODOLFO BETTAZZI 6;0;0;;1999;12;ALTRO;DIA di somministrazione;Somministrazioni generiche soggette a DIA;Nessuna;;49938;137;;;;3353;43;5;432;10148;45.1057766817518;7.68309262479545
EP;VIA RODOLFO MONTEVECCHIO 10/B;0;0;;1992;2;ALTRO;Somministrazione;A;Nessuna;;44162;53;;;;383;10;1;0;10128;45.0606442819598;7.67373397160826
EP;VIA RODOLFO RENIER 1/D;0;0;;1998;2;ALTRO;Somministrazione;B;Nessuna;;49407;35;;;;1563;35;3;0;10141;45.0578612407427;7.64638680254
EP;VIA ROMA 15;0;0;;2005;10;ALTRO;Somministrazione;B;Nessuna;;57708;64;;N;;79;03;1;9;10123;45.0702360042488;7.68452431464584
EP;VIA ROMA 307;0;0;;2009;5;.;Somministrazione;B;Nessuna;;56015;125;;N;;3134;04;1;13;10123;45.0656157381798;7.68119133003339
EP;VIA ROMA 58;0;0;;2002;7;ALTRO;Somministrazione;B;Nessuna;;54106;37;;N;;86;03;1;9;10121;45.0695879892325;7.68367860400138
EP;VIA ROMA 86;0;0;;2009;5;.;Somministrazione;B;Nessuna;;57599;126;;N;;90;03;1;9;10121;45.0691125529292;7.68333663937398
EP;VIA ROMAGNANO 9/A;1;0;;2007;5;ALTRO;Somministrazione;B;Nessuna;;56889;77;;N;;1328;30;4;0;10145;45.082707589383;7.64308787676193
EP;VIA RONDISSONE 6;1;0;;1999;7;ALTRO;Somministrazione;A;Nessuna;;50002;124;;N;;1615;38;6;566;10155;45.097061236076;7.69320317476968
EP;VIA ROSARIO SANTA FE' 23;0;0;;2001;6;ALTRO;Somministrazione;B;Nessuna;;52812;49;;N;;2209;56;9;794;10134;45.0346610833394;7.65220502520282
EP;VIA ROSOLINO PILO 24;0;0;;2000;12;ALTRO;DIA di somministrazione;in sale cinematografiche, musei, teatri, sale concerto, complessi sportivi;Nessuna;;52210;48;;N;;1298;29;4;366;10143;45.0775874629095;7.64823500016693
EP;VIA ROSOLINO PILO 24;0;0;;2001;9;ALTRO;DIA di somministrazione;in scuole, ospedali, comunita religiose, caserme;Nessuna;;53053;320;;N;;1298;29;4;366;10143;45.0775874629095;7.64823500016693
EP;VIA RUGGERO LEONCAVALLO 5/A;0;0;;2004;12;ALTRO;Somministrazione;B;Nessuna;;56883;17;;N;;1611;37;6;0;10154;45.085183454282;7.69659978406331
EP;VIA S. AGOSTINO 23/C;0;0;;2010;10;.;Somministrazione;B;Nessuna;;56772;83;;N;;12;01;1;0;10122;45.0756459703379;7.68049279961522
EP;VIA S. AGOSTINO 23/Q;0;0;;2012;4;.;Somministrazione;B;Nessuna;;120714;68;;;;12;01;1;0;10122;45.0759397131393;7.68066712975465
EP;VIA S. AGOSTINO 28/E;0;0;;2011;9;ALTRO;Somministrazione;U;Nessuna;;117090;25;;;;13;01;1;0;10122;45.0758418943671;7.6807499914965
EP;VIA S. AGOSTINO 30/A;0;0;;2008;4;.;Somministrazione;B;Nessuna;;54983;68;;N;;3107;01;1;0;10122;45.0759821862539;7.68086217160719
EP;VIA S. AGOSTINO 4/D;0;0;;2006;10;.;Somministrazione;B;Nessuna;;50023;57;;N;;30;01;1;0;10122;45.0738019419476;7.679249826059
EP;VIA S. AGOSTINO 8/D;0;0;;2003;1;ALTRO;Somministrazione;B;Nessuna;;55662;51;;N;;30;01;1;0;10122;45.0740898269449;7.67944831568686
EP;VIA SAGRA DI S. MICHELE 136;1;0;;2012;1;ALTRO;DIA di somministrazione;al domicilio del consumatore;Nessuna;;118871;.;;;;2098;52;3;293;10141;45.0635725026169;7.62796701802764
EP;VIA SAGRA DI S. MICHELE 46/E;0;0;;2007;6;.;Somministrazione;B;Nessuna;;49556;24;;N;;2079;51;3;0;10141;45.0708072088167;7.63065502873418
EP;VIA SALASSA 1/D;0;0;;1991;3;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;43086;28;;;;1626;38;6;0;10155;45.096443770537;7.6959613041955
EP;VIA SALBERTRAND 11/C;0;0;;2012;1;.;Somministrazione;B;Nessuna;;54433;25;;N;;2055;50;4;0;10146;45.0762807508732;7.63559066822298
EP;VIA SALBERTRAND 23/E;0;0;;2005;8;ALTRO;Somministrazione;B;Nessuna;;57811;30;;N;;2045;50;4;0;10146;45.0777214155945;7.63588669445457
EP;VIA SALBERTRAND 29/A;0;0;;2007;7;.;Somministrazione;B;Nessuna;;56829;131;;N;;3411;50;4;0;10146;45.0780668552914;7.63595584773604
EP;VIA SALBERTRAND 50/D;0;0;;2012;4;.;Somministrazione;B;Nessuna;;44254;55;;N;;2026;50;4;0;10146;45.0798535000088;7.63645460836119
EP;VIA SALBERTRAND 66/B;0;0;;2009;5;.;Somministrazione;B;Nessuna;;54205;50;;N;;2017;50;4;0;10146;45.0814679025492;7.63658840358088
EP;VIA SALBERTRAND 99/G;1;0;;2006;4;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;44774;78;;N;;2000;50;4;0;10146;45.0842120082448;7.63660571364759
EP;VIA SALERNO 12;0;0;;1993;3;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;44747;49;;N;;486;12;7;656;10152;45.0822196767853;7.67541009423434
EP;VIA SALERNO 12;0;0;;2007;4;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;100430;50;;N;;486;12;7;656;10152;45.0822196767853;7.67541009423434
EP;VIA SALERNO 55;0;0;;2012;2;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;119295;418;;;;454;12;7;660;10152;45.0854421734137;7.67746529388431
EP;VIA SALUZZO 13/D;0;0;;2000;6;ALTRO;Somministrazione;A;Nessuna;;51357;78;;;;333;09;8;0;10125;45.060046880645;7.67948408500995
EP;VIA SALUZZO 3;1;0;;2000;1;ALTRO;Somministrazione;A;Nessuna;;51320;182;;;;319;09;8;724;10125;45.0614937823104;7.68036111999417
EP;VIA SALUZZO 3;1;0;;2006;10;.;Somministrazione;A;Nessuna;;55154;218;;N;;319;09;8;724;10125;45.0614937823104;7.68036111999417
EP;VIA SALUZZO 42/F;0;0;;2003;4;ALTRO;Somministrazione;D;Nessuna;;54972;74;;N;;351;09;8;0;10125;45.0574395875871;7.67829573649218
EP;VIA SALUZZO 42/F;0;0;;2011;10;.;Somministrazione;B;Nessuna;;55633;74;;N;;351;09;8;0;10125;45.0574395875871;7.67829573649218
EP;VIA SALUZZO 48/D;0;0;;2005;2;ALTRO;Somministrazione;A;Nessuna;;57029;100;;;;825;19;8;0;10125;45.0561951033234;7.67781455905922
EP;VIA SALUZZO 71/G;0;0;;1997;6;ALTRO;Somministrazione;D;Nessuna;;48316;53;;N;;864;19;8;0;10126;45.0515881404766;7.67619710378334
EP;VIA SAMONE 9/E;0;0;;2006;2;.;Somministrazione;A;Nessuna;;51288;50;;N;;2558;78;6;0;10156;45.1138778391005;7.70643767314266
EP;VIA SANDRO BOTTICELLI 12/A;0;0;;1995;4;ALTRO;DIA di somministrazione;al domicilio del consumatore;Nessuna;;46550;1;;;;2670;41;6;0;10154;45.1017971524407;7.70176659466243
EP;VIA SANDRO BOTTICELLI 12/A;0;0;;1995;10;ALTRO;Somministrazione;A;Nessuna;;47209;38;;N;;2670;41;6;0;10154;45.1017971524407;7.70176659466243
EP;VIA SANDRO BOTTICELLI 12/A;0;0;;2003;6;ALTRO;Somministrazione;B;Nessuna;;55492;60;;N;;2670;41;6;0;10154;45.1017971524407;7.70176659466243
EP;VIA SANDRO BOTTICELLI 13/C;0;0;;2005;5;ALTRO;Somministrazione;B;Nessuna;;57355;47;;;;2460;68;6;0;10155;45.1032329098606;7.69737605079289
EP;VIA SANDRO BOTTICELLI 167/G;1;0;;2011;3;ALTRO;Somministrazione;U;Nessuna;;114250;25;;;;2792;68;6;0;10154;45.0985506984164;7.71084297632509
EP;VIA SANDRO BOTTICELLI 16/A;0;0;;2009;2;.;Somministrazione;B;Nessuna;;56517;45;;N;;2670;41;6;0;10154;45.1017055892053;7.70213500666691
EP;VIA SANDRO BOTTICELLI 217;0;0;;1993;12;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;45320;72;;N;;2462;68;6;604;10154;45.0962392912123;7.71480293843888
EP;VIA SANDRO BOTTICELLI 4/C;0;0;;1991;6;ALTRO;Somministrazione;B;Nessuna;;43871;79;;N;;2670;41;6;0;10154;45.1019640750683;7.70109490664195
EP;VIA SANDRO BOTTICELLI 62/A;0;0;;2000;10;ALTRO;Somministrazione;B;Nessuna;;52020;40;;;;3089;41;6;0;10154;45.1005864298511;7.70607843359412
EP;VIA SANDRO BOTTICELLI 95;0;0;;2003;4;ALTRO;DIA di somministrazione;Somministrazioni generiche soggette a DIA;Nessuna;;54981;343;;;;2792;68;6;611;10154;45.1008091068825;7.70651877823912
EP;VIA S. ANSELMO 2/G;0;0;;2000;3;ALTRO;Somministrazione;B;Nessuna;;51701;106;;;;320;09;8;0;10125;45.0610372012469;7.68224568788743
EP;VIA S. ANSELMO 3;1;0;;1996;1;ALTRO;Somministrazione;B;Nessuna;;47155;62;;N;;321;09;8;727;10125;45.0608617514288;7.68229280143694
EP;VIA SANTENA 1;0;0;;2012;3;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;52118;14;;N;;2231;57;8;911;10126;45.0369677392295;7.67350468004988
EP;VIA SANTHIA' 20/A;0;0;;2006;5;.;Somministrazione;B;Nessuna;;51399;51;;N;;1661;38;6;0;10154;45.0906012438935;7.69666233506678
EP;VIA SANTHIA' 30/A;0;0;;2011;5;ALTRO;Somministrazione;U;Nessuna;;115469;97;;;;1653;38;6;0;10154;45.0916662022711;7.69727141724695
EP;VIA S. ANTONIO DA PADOVA 14/H;0;0;;1997;9;ALTRO;Somministrazione;B;Nessuna;;48867;64;;N;;306;08;1;0;10121;45.0690811209567;7.66495199767003
EP;VIA SANTORRE SANTAROSA 7/B;0;0;;2012;2;.;Somministrazione;B;Nessuna;;105688;57;;N;;526;13;8;0;10131;45.0630525504303;7.70069320409755
EP;VIA SAORGIO 1/C;0;0;;2000;11;ALTRO;Somministrazione;D;Nessuna;;52135;35;;;;1796;42;5;0;10147;45.0961845495937;7.68280258769699
EP;VIA SAORGIO 38;1;0;;2010;12;ALTRO;Somministrazione;U;Nessuna;;113521;37;;;;1789;42;5;424;10147;45.0968117857312;7.67877395655083
EP;VIA SAORGIO 85/A;0;0;;2005;5;ALTRO;Somministrazione;B;Nessuna;;57353;83;;N;;3812;42;5;0;10147;45.098331021609;7.67372271797224
EP;VIA SAPRI 35/B;0;0;;2009;12;.;Somministrazione;B;Nessuna;;48944;20;;N;;3651;89;10;0;10127;45.0119934934756;7.65512950649799
EP;VIA SAVERIO MERCADANTE 50/C;0;0;;2002;11;ALTRO;Somministrazione;D;Nessuna;;54413;63;;;;1591;37;6;0;10154;45.0926338059471;7.70036498243793
EP;VIA SAVERIO MERCADANTE 56/C;0;0;;1996;5;ALTRO;Somministrazione;B;Nessuna;;47494;59;;;;1589;37;6;0;10154;45.0930489034975;7.70049244840025
EP;VIA SAVERIO MERCADANTE 70/A;0;0;;1997;6;ALTRO;Somministrazione;B;Nessuna;;48745;130;;N;;1589;37;6;0;10154;45.0938794876337;7.7010142441829
EP;VIA SAVERIO MERCADANTE 98/A;0;0;;2004;12;ALTRO;Somministrazione;B;Nessuna;;56821;78;;;;1773;41;6;0;10154;45.096195592339;7.70280304491456
EP;VIA SAVERIO MERCADANTE 98/C;0;0;;2007;6;ALTRO;DIA di somministrazione;effettuata congiuntamente ad attivita di trattenimento e svago;Nessuna;;100770;10;;N;;1773;41;6;0;10154;45.0962406371612;7.7028323869496
EP;VIA S. CHIARA 1;0;0;;2006;5;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;64946;72;;N;;17;01;1;2;10122;45.0749960853348;7.68193594676974
EP;VIA S. CHIARA 13/F;0;0;;2007;5;.;Somministrazione;A;Nessuna;;42589;169;;N;;167;05;1;0;10122;45.0763046967433;7.67791576488381
EP;VIA S. CROCE 4;1;0;;2009;8;ALTRO;DIA di somministrazione;in scuole, ospedali, comunita religiose, caserme;Nessuna;;56317;86;;N;;101;03;1;11;10123;45.0659758932454;7.68821733711197
EP;VIA S. DALMAZZO 7;1;0;;1995;2;ALTRO;DIA di somministrazione;al domicilio del consumatore;Nessuna;;46531;1;;;;39;01;1;1;10122;45.0731646944377;7.67760593817928
EP;VIA S. DOMENICO 14/E;0;0;;2008;7;.;Somministrazione;A;Nessuna;;57472;122;;N;;15;01;1;0;10122;45.0749541784672;7.67984414372357
EP;VIA S. DOMENICO 14/E;0;0;;2011;12;.;Somministrazione;B;Nessuna;;57473;122;;N;;15;01;1;0;10122;45.0749541784672;7.67984414372357
EP;VIA S. DOMENICO 2/A;0;0;;2004;10;ALTRO;Somministrazione;A;Nessuna;;56339;100;;N;;17;01;1;0;10122;45.074409346506;7.68166803723782
EP;VIA S. DOMENICO 37/A;0;0;;2000;4;ALTRO;Somministrazione;A;Nessuna;;51827;95;;;;170;05;1;0;10122;45.0774092063263;7.6725817433768
EP;VIA S. DOMENICO 4/E;0;0;;2005;2;ALTRO;Somministrazione;A;Nessuna;;57057;68;;N;;17;01;1;0;10122;45.0744864532976;7.68128039723795
EP;VIA S. DONATO 10/A;0;0;;1995;12;ALTRO;DIA di somministrazione;al domicilio del consumatore;Nessuna;;47073;1;;;;658;16;4;0;10144;45.078788067677;7.66741922601266
EP;VIA S. DONATO 10/D;0;0;;2011;4;.;Somministrazione;B;Nessuna;;48129;60;;N;;658;16;4;0;10144;45.0788715103427;7.66730863089442
EP;VIA S. DONATO 21 bis/G;0;0;;2009;12;.;Somministrazione;B;Nessuna;;54688;52;;N;;666;16;4;0;10144;45.0795993670087;7.66602839678035
EP;VIA S. DONATO 27/E;0;0;;2011;3;.;Somministrazione;A;Nessuna;;54504;150;;N;;665;16;4;0;10144;45.0799525714556;7.6652868414988
EP;VIA S. DONATO 38/G;0;0;;1985;11;ALTRO;Somministrazione;A+B;Nessuna;;42356;127;;N;;657;16;4;0;10144;45.0801946715075;7.66509880322104
EP;VIA S. DONATO 46/A;0;0;;1993;6;ALTRO;Somministrazione;B;Nessuna;;44894;60;;N;;3200;16;4;0;10144;45.0806627981801;7.66401586210704
EP;VIA S. DONATO 55/E;0;0;;2009;6;.;Somministrazione;B;Nessuna;;56824;28;;N;;663;16;4;0;10144;45.0814775316822;7.66178609621426
EP;VIA S. DONATO 62/A;0;0;;2010;4;.;Somministrazione;B;Nessuna;;113329;17;;;;645;16;4;0;10144;45.081472190732;7.6621607377224
EP;VIA S. DONATO 82 bis/C;0;0;;2006;2;.;Somministrazione;B;Nessuna;;57299;73;;N;;3199;16;4;0;10144;45.0831264184987;7.65836421731621
EP;VIA SEBASTIANO CABOTO 18;0;0;;2006;3;.;Somministrazione;B;Nessuna;;56548;65;;N;;1173;26;1;59;10129;45.0550190084852;7.66245137138671
EP;VIA SEBASTIANO CABOTO 26;1;0;;2011;3;.;Somministrazione;A+B;Nessuna;;54677;105;;N;;1172;26;1;59;10129;45.0554614768277;7.66130793054844
EP;VIA SEBASTIANO CABOTO 49/A;0;0;;2012;6;.;Somministrazione;D;Nessuna;;52584;25;;N;;1176;26;1;0;10129;45.0567472291083;7.65758161839313
EP;VIA SETTE COMUNI 29;1;0;;2011;2;ALTRO;DIA di somministrazione;nei circoli;Nessuna;;114498;20;;;;2369;61;9;845;10127;45.0209611616449;7.65495895690424
